Fiscal Year,State,State_Abbr,FIPS,PAI,Source_Link,
2016,Missouri,MO,29,0.718,https://www.fns.usda.gov/snap/qc/pai,
2016,Montana,MT,30,0.639,https://www.fns.usda.gov/snap/qc/pai,
2016,Nebraska,NE,31,0.612,https://www.fns.usda.gov/snap/qc/pai,
2016,Nevada,NV,32,0.808,https://www.fns.usda.gov/snap/qc/pai,
2016,New Hampshire,NH,33,0.751,https://www.fns.usda.gov/snap/qc/pai,
2016,New Jersey,NJ,34,0.714,https://www.fns.usda.gov/snap/qc/pai,
2016,New Mexico,NM,35,,https://www.fns.usda.gov/snap/qc/pai,
2016,New York,NY,36,0.816,https://www.fns.usda.gov/snap/qc/pai,
2016,North Carolina,NC,37,0.751,https://www.fns.usda.gov/snap/qc/pai,
2016,North Dakota,ND,38,0.544,https://www.fns.usda.gov/snap/qc/pai,
2016,Ohio,OH,39,0.741,https://www.fns.usda.gov/snap/qc/pai,
2016,Oklahoma,OK,40,0.764,https://www.fns.usda.gov/snap/qc/pai,
2016,Oregon,OR,41,1,https://www.fns.usda.gov/snap/qc/pai,
2016,Pennsylvania,PA,42,0.894,https://www.fns.usda.gov/snap/qc/pai,
2016,Rhode Island,RI,44,0.999,https://www.fns.usda.gov/snap/qc/pai,
2016,South Carolina,SC,45,0.777,https://www.fns.usda.gov/snap/qc/pai,
2016,South Dakota,SD,46,0.709,https://www.fns.usda.gov/snap/qc/pai,
2016,Tennessee,TN,47,0.809,https://www.fns.usda.gov/snap/qc/pai,
2016,Texas,TX,48,0.673,https://www.fns.usda.gov/snap/qc/pai,
2016,Utah,UT,49,0.496,https://www.fns.usda.gov/snap/qc/pai,
2016,Vermont,VT,50,0.826,https://www.fns.usda.gov/snap/qc/pai,
2016,Virginia,VA,51,0.687,https://www.fns.usda.gov/snap/qc/pai,
2016,Washington,WA,53,0.928,https://www.fns.usda.gov/snap/qc/pai,
2016,West Virginia,WV,54,0.838,https://www.fns.usda.gov/snap/qc/pai,
2016,Wisconsin,WI,55,0.815,https://www.fns.usda.gov/snap/qc/pai,
2016,Wyoming,WY,56,0.408,https://www.fns.usda.gov/snap/qc/pai,
2017,Alabama,AL,01,0.746,https://www.fns.usda.gov/snap/qc/pai,
2017,Alaska,AK,02,0.903,https://www.fns.usda.gov/snap/qc/pai,
2017,Arizona,AZ,04,0.669,https://www.fns.usda.gov/snap/qc/pai,
2017,Arkansas,AR,05,0.595,https://www.fns.usda.gov/snap/qc/pai,
2017,California,CA,06,0.623,https://www.fns.usda.gov/snap/qc/pai,
2017,Colorado,CO,08,0.599,https://www.fns.usda.gov/snap/qc/pai,
2017,Connecticut,CT,09,0.921,https://www.fns.usda.gov/snap/qc/pai,
2017,Delaware,DE,10,0.872,https://www.fns.usda.gov/snap/qc/pai,
2017,District of Columbia,DC,11,0.906,https://www.fns.usda.gov/snap/qc/pai,
2017,Florida,FL,12,0.809,https://www.fns.usda.gov/snap/qc/pai,
2017,Georgia,GA,13,0.788,https://www.fns.usda.gov/snap/qc/pai,
2017,Hawaii,HI,15,1.02,https://www.fns.usda.gov/snap/qc/pai,
2017,Idaho,ID,16,0.567,https://www.fns.usda.gov/snap/qc/pai,
2017,Illinois,IL,17,0.892,https://www.fns.usda.gov/snap/qc/pai,
2017,Indiana,IN,18,0.567,https://www.fns.usda.gov/snap/qc/pai,
2017,Iowa,IA,19,0.803,https://www.fns.usda.gov/snap/qc/pai,
2017,Kansas,KS,20,0.498,https://www.fns.usda.gov/snap/qc/pai,
2017,Kentucky,KY,21,0.673,https://www.fns.usda.gov/snap/qc/pai,
2017,Louisiana,LA,22,0.768,https://www.fns.usda.gov/snap/qc/pai,
2017,Maine,ME,23,0.876,https://www.fns.usda.gov/snap/qc/pai,
2017,Maryland,MD,24,0.937,https://www.fns.usda.gov/snap/qc/pai,
2017,Massachusetts,MA,25,0.856,https://www.fns.usda.gov/snap/qc/pai,
2017,Michigan,MI,26,0.749,https://www.fns.usda.gov/snap/qc/pai,
2017,Minnesota,MN,27,0.638,https://www.fns.usda.gov/snap/qc/pai,
2017,Mississippi,MS,28,0.712,https://www.fns.usda.gov/snap/qc/pai,
2017,Missouri,MO,29,0.699,https://www.fns.usda.gov/snap/qc/pai,
2017,Montana,MT,30,0.675,https://www.fns.usda.gov/snap/qc/pai,
2017,Nebraska,NE,31,0.626,https://www.fns.usda.gov/snap/qc/pai,
2017,Nevada,NV,32,0.851,https://www.fns.usda.gov/snap/qc/pai,
2017,New Hampshire,NH,33,0.662,https://www.fns.usda.gov/snap/qc/pai,
2017,New Jersey,NJ,34,0.687,https://www.fns.usda.gov/snap/qc/pai,
2017,New Mexico,NM,35,0.895,https://www.fns.usda.gov/snap/qc/pai,
2017,New York,NY,36,0.811,https://www.fns.usda.gov/snap/qc/pai,
2017,North Carolina,NC,37,0.637,https://www.fns.usda.gov/snap/qc/pai,
2017,North Dakota,ND,38,0.551,https://www.fns.usda.gov/snap/qc/pai,
2017,Ohio,OH,39,0.719,https://www.fns.usda.gov/snap/qc/pai,
2017,Oklahoma,OK,40,0.773,https://www.fns.usda.gov/snap/qc/pai,
2017,Oregon,OR,41,0.931,https://www.fns.usda.gov/snap/qc/pai,
2017,Pennsylvania,PA,42,0.908,https://www.fns.usda.gov/snap/qc/pai,
2017,Rhode Island,RI,44,0.082,https://www.fns.usda.gov/snap/qc/pai,
2017,South Carolina,SC,45,0.695,https://www.fns.usda.gov/snap/qc/pai,
2017,South Dakota,SD,46,0.693,https://www.fns.usda.gov/snap/qc/pai,
2017,Tennessee,TN,47,0.782,https://www.fns.usda.gov/snap/qc/pai,
2017,Texas,TX,48,0.716,https://www.fns.usda.gov/snap/qc/pai,
2017,Utah,UT,49,0.494,https://www.fns.usda.gov/snap/qc/pai,
2017,Vermont,VT,50,0.818,https://www.fns.usda.gov/snap/qc/pai,
2017,Virginia,VA,51,0.65,https://www.fns.usda.gov/snap/qc/pai,
2017,Washington,WA,53,0.873,https://www.fns.usda.gov/snap/qc/pai,
2017,West Virginia,WV,54,0.784,https://www.fns.usda.gov/snap/qc/pai,
2017,Wisconsin,WI,55,0.796,https://www.fns.usda.gov/snap/qc/pai,
2017,Wyoming,WY,56,0.391,https://www.fns.usda.gov/snap/qc/pai,
2018,Alabama,AL,01,0.712,https://www.fns.usda.gov/snap/qc/pai,
2018,Alaska,AK,02,0.851,https://www.fns.usda.gov/snap/qc/pai,
2018,Arizona,AZ,04,0.634,https://www.fns.usda.gov/snap/qc/pai,
2018,Arkansas,AR,05,0.547,https://www.fns.usda.gov/snap/qc/pai,
2018,California,CA,06,0.612,https://www.fns.usda.gov/snap/qc/pai,
2018,Colorado,CO,08,0.616,https://www.fns.usda.gov/snap/qc/pai,
2018,Connecticut,CT,09,0.813,https://www.fns.usda.gov/snap/qc/pai,
2018,Delaware,DE,10,0.878,https://www.fns.usda.gov/snap/qc/pai,
2018,District of Columbia,DC,11,0.847,https://www.fns.usda.gov/snap/qc/pai,
2018,Florida,FL,12,0.773,https://www.fns.usda.gov/snap/qc/pai,
2018,Georgia,GA,13,0.771,https://www.fns.usda.gov/snap/qc/pai,
2018,Hawaii,HI,15,1.054,https://www.fns.usda.gov/snap/qc/pai,
2018,Idaho,ID,16,0.548,https://www.fns.usda.gov/snap/qc/pai,
2018,Illinois,IL,17,0.89,https://www.fns.usda.gov/snap/qc/pai,
2018,Indiana,IN,18,0.532,https://www.fns.usda.gov/snap/qc/pai,
2018,Iowa,IA,19,0.726,https://www.fns.usda.gov/snap/qc/pai,
2018,Kansas,KS,20,0.463,https://www.fns.usda.gov/snap/qc/pai,
2018,Kentucky,KY,21,0.628,https://www.fns.usda.gov/snap/qc/pai,
2018,Louisiana,LA,22,0.77,https://www.fns.usda.gov/snap/qc/pai,
2018,Maine,ME,23,0.78,https://www.fns.usda.gov/snap/qc/pai,
2018,Maryland,MD,24,0.917,https://www.fns.usda.gov/snap/qc/pai,
2018,Massachusetts,MA,25,0.887,https://www.fns.usda.gov/snap/qc/pai,
2018,Michigan,MI,26,0.697,https://www.fns.usda.gov/snap/qc/pai,
2018,Minnesota,MN,27,0.592,https://www.fns.usda.gov/snap/qc/pai,
2018,Mississippi,MS,28,0.664,https://www.fns.usda.gov/snap/qc/pai,
2018,Missouri,MO,29,0.676,https://www.fns.usda.gov/snap/qc/pai,
2018,Montana,MT,30,0.611,https://www.fns.usda.gov/snap/qc/pai,
2018,Nebraska,NE,31,0.589,https://www.fns.usda.gov/snap/qc/pai,
2018,Nevada,NV,32,0.838,https://www.fns.usda.gov/snap/qc/pai,
2018,New Hampshire,NH,33,0.61,https://www.fns.usda.gov/snap/qc/pai,
2018,New Jersey,NJ,34,0.669,https://www.fns.usda.gov/snap/qc/pai,
2018,New Mexico,NM,35,0.891,https://www.fns.usda.gov/snap/qc/pai,
2018,New York,NY,36,0.808,https://www.fns.usda.gov/snap/qc/pai,
2018,North Carolina,NC,37,,https://www.fns.usda.gov/snap/qc/pai,
2018,North Dakota,ND,38,0.514,https://www.fns.usda.gov/snap/qc/pai,
2018,Ohio,OH,39,0.686,https://www.fns.usda.gov/snap/qc/pai,
2018,Oklahoma,OK,40,0.754,https://www.fns.usda.gov/snap/qc/pai,
2018,Oregon,OR,41,0.897,https://www.fns.usda.gov/snap/qc/pai,
2018,Pennsylvania,PA,42,0.905,https://www.fns.usda.gov/snap/qc/pai,
2018,Rhode Island,RI,44,0.928,https://www.fns.usda.gov/snap/qc/pai,
2018,South Carolina,SC,45,0.628,https://www.fns.usda.gov/snap/qc/pai,
2018,South Dakota,SD,46,0.631,https://www.fns.usda.gov/snap/qc/pai,
2018,Tennessee,TN,47,0.702,https://www.fns.usda.gov/snap/qc/pai,
2018,Texas,TX,48,0.646,https://www.fns.usda.gov/snap/qc/pai,
2018,Utah,UT,49,0.468,https://www.fns.usda.gov/snap/qc/pai,
2018,Vermont,VT,50,0.795,https://www.fns.usda.gov/snap/qc/pai,
2018,Virginia,VA,51,0.615,https://www.fns.usda.gov/snap/qc/pai,
2018,Washington,WA,53,0.86,https://www.fns.usda.gov/snap/qc/pai,
2018,West Virginia,WV,54,0.784,https://www.fns.usda.gov/snap/qc/pai,
2018,Wisconsin,WI,55,0.764,https://www.fns.usda.gov/snap/qc/pai,
2018,Wyoming,WY,56,0.357,https://www.fns.usda.gov/snap/qc/pai,
2019,Alabama,AL,01,0.672,https://www.fns.usda.gov/snap/qc/pai,
2019,Alaska,AK,02,0.803,https://www.fns.usda.gov/snap/qc/pai,
2019,Arizona,AZ,04,0.587,https://www.fns.usda.gov/snap/qc/pai,
2019,Arkansas,AR,05,0.552,https://www.fns.usda.gov/snap/qc/pai,
2019,California,CA,06,0.629,https://www.fns.usda.gov/snap/qc/pai,
2019,Colorado,CO,08,0.586,https://www.fns.usda.gov/snap/qc/pai,
2019,Connecticut,CT,09,0.75,https://www.fns.usda.gov/snap/qc/pai,
2019,Delaware,DE,10,0.875,https://www.fns.usda.gov/snap/qc/pai,
2019,District of Columbia,DC,11,0.911,https://www.fns.usda.gov/snap/qc/pai,
2019,Florida,FL,12,0.722,https://www.fns.usda.gov/snap/qc/pai,
2019,Georgia,GA,13,0.713,https://www.fns.usda.gov/snap/qc/pai,
2019,Hawaii,HI,15,0.89,https://www.fns.usda.gov/snap/qc/pai,
2019,Idaho,ID,16,0.493,https://www.fns.usda.gov/snap/qc/pai,
2019,Illinois,IL,17,0.884,https://www.fns.usda.gov/snap/qc/pai,
2019,Indiana,IN,18,0.499,https://www.fns.usda.gov/snap/qc/pai,
2019,Iowa,IA,19,0.63,https://www.fns.usda.gov/snap/qc/pai,
2019,Kansas,KS,20,0.422,https://www.fns.usda.gov/snap/qc/pai,
2019,Kentucky,KY,21,0.529,https://www.fns.usda.gov/snap/qc/pai,
2019,Louisiana,LA,22,0.687,https://www.fns.usda.gov/snap/qc/pai,
2019,Maine,ME,23,0.757,https://www.fns.usda.gov/snap/qc/pai,
2019,Maryland,MD,24,0.813,https://www.fns.usda.gov/snap/qc/pai,
2019,Massachusetts,MA,25,0.869,https://www.fns.usda.gov/snap/qc/pai,
2019,Michigan,MI,26,0.708,https://www.fns.usda.gov/snap/qc/pai,
2019,Minnesota,MN,27,0.56,https://www.fns.usda.gov/snap/qc/pai,
2019,Mississippi,MS,28,0.562,https://www.fns.usda.gov/snap/qc/pai,
2019,Missouri,MO,29,0.622,https://www.fns.usda.gov/snap/qc/pai,
2019,Montana,MT,30,0.566,https://www.fns.usda.gov/snap/qc/pai,
2019,Nebraska,NE,31,0.561,https://www.fns.usda.gov/snap/qc/pai,
2019,Nevada,NV,32,0.787,https://www.fns.usda.gov/snap/qc/pai,
2019,New Hampshire,NH,33,0.528,https://www.fns.usda.gov/snap/qc/pai,
2019,New Jersey,NJ,34,0.599,https://www.fns.usda.gov/snap/qc/pai,
2019,New Mexico,NM,35,0.864,https://www.fns.usda.gov/snap/qc/pai,
2019,New York,NY,36,0.837,https://www.fns.usda.gov/snap/qc/pai,
2019,North Carolina,NC,37,,https://www.fns.usda.gov/snap/qc/pai,
2019,North Dakota,ND,38,0.449,https://www.fns.usda.gov/snap/qc/pai,
2019,Ohio,OH,39,0.655,https://www.fns.usda.gov/snap/qc/pai,
2019,Oklahoma,OK,40,0.725,https://www.fns.usda.gov/snap/qc/pai,
2019,Oregon,OR,41,0.881,https://www.fns.usda.gov/snap/qc/pai,
2019,Pennsylvania,PA,42,0.838,https://www.fns.usda.gov/snap/qc/pai,
2019,Rhode Island,RI,44,0.962,https://www.fns.usda.gov/snap/qc/pai,
2019,South Carolina,SC,45,0.586,https://www.fns.usda.gov/snap/qc/pai,
2019,South Dakota,SD,46,0.577,https://www.fns.usda.gov/snap/qc/pai,
2019,Tennessee,TN,47,0.67,https://www.fns.usda.gov/snap/qc/pai,
2019,Texas,TX,48,0.601,https://www.fns.usda.gov/snap/qc/pai,
2019,Utah,UT,49,0.42,https://www.fns.usda.gov/snap/qc/pai,
2019,Vermont,VT,50,0.837,https://www.fns.usda.gov/snap/qc/pai,
2019,Virginia,VA,51,0.599,https://www.fns.usda.gov/snap/qc/pai,
2019,Washington,WA,53,0.854,https://www.fns.usda.gov/snap/qc/pai,
2019,West Virginia,WV,54,0.763,https://www.fns.usda.gov/snap/qc/pai,
2019,Wisconsin,WI,55,0.717,https://www.fns.usda.gov/snap/qc/pai,
2019,Wyoming,WY,56,0.326,https://www.fns.usda.gov/snap/qc/pai,
2020,Alabama,AL,01,,https://www.fns.usda.gov/snap/qc/pai,
2020,Alaska,AK,02,,https://www.fns.usda.gov/snap/qc/pai,
2020,Arizona,AZ,04,,https://www.fns.usda.gov/snap/qc/pai,
2020,Arkansas,AR,05,,https://www.fns.usda.gov/snap/qc/pai,
2020,California,CA,06,,https://www.fns.usda.gov/snap/qc/pai,
2020,Colorado,CO,08,,https://www.fns.usda.gov/snap/qc/pai,
2020,Connecticut,CT,09,,https://www.fns.usda.gov/snap/qc/pai,
2020,Delaware,DE,10,,https://www.fns.usda.gov/snap/qc/pai,
2020,District of Columbia,DC,11,,https://www.fns.usda.gov/snap/qc/pai,
2020,Florida,FL,12,,https://www.fns.usda.gov/snap/qc/pai,
2020,Georgia,GA,13,,https://www.fns.usda.gov/snap/qc/pai,
2020,Hawaii,HI,15,,https://www.fns.usda.gov/snap/qc/pai,
2020,Idaho,ID,16,,https://www.fns.usda.gov/snap/qc/pai,
2020,Illinois,IL,17,,https://www.fns.usda.gov/snap/qc/pai,
2020,Indiana,IN,18,,https://www.fns.usda.gov/snap/qc/pai,
2020,Iowa,IA,19,,https://www.fns.usda.gov/snap/qc/pai,
2020,Kansas,KS,20,,https://www.fns.usda.gov/snap/qc/pai,
2020,Kentucky,KY,21,,https://www.fns.usda.gov/snap/qc/pai,
2020,Louisiana,LA,22,,https://www.fns.usda.gov/snap/qc/pai,
2020,Maine,ME,23,,https://www.fns.usda.gov/snap/qc/pai,
2020,Maryland,MD,24,,https://www.fns.usda.gov/snap/qc/pai,
2020,Massachusetts,MA,25,,https://www.fns.usda.gov/snap/qc/pai,
2020,Michigan,MI,26,,https://www.fns.usda.gov/snap/qc/pai,
2020,Minnesota,MN,27,,https://www.fns.usda.gov/snap/qc/pai,
2020,Mississippi,MS,28,,https://www.fns.usda.gov/snap/qc/pai,
2020,Missouri,MO,29,,https://www.fns.usda.gov/snap/qc/pai,
2020,Montana,MT,30,,https://www.fns.usda.gov/snap/qc/pai,
2020,Nebraska,NE,31,,https://www.fns.usda.gov/snap/qc/pai,
2020,Nevada,NV,32,,https://www.fns.usda.gov/snap/qc/pai,
2020,New Hampshire,NH,33,,https://www.fns.usda.gov/snap/qc/pai,
2020,New Jersey,NJ,34,,https://www.fns.usda.gov/snap/qc/pai,
2020,New Mexico,NM,35,,https://www.fns.usda.gov/snap/qc/pai,
2020,New York,NY,36,,https://www.fns.usda.gov/snap/qc/pai,
2020,North Carolina,NC,37,,https://www.fns.usda.gov/snap/qc/pai,
2020,North Dakota,ND,38,,https://www.fns.usda.gov/snap/qc/pai,
2020,Ohio,OH,39,,https://www.fns.usda.gov/snap/qc/pai,
2020,Oklahoma,OK,40,,https://www.fns.usda.gov/snap/qc/pai,
2020,Oregon,OR,41,,https://www.fns.usda.gov/snap/qc/pai,
2020,Pennsylvania,PA,42,,https://www.fns.usda.gov/snap/qc/pai,
2020,Rhode Island,RI,44,,https://www.fns.usda.gov/snap/qc/pai,
2020,South Carolina,SC,45,,https://www.fns.usda.gov/snap/qc/pai,
2020,South Dakota,SD,46,,https://www.fns.usda.gov/snap/qc/pai,
2020,Tennessee,TN,47,,https://www.fns.usda.gov/snap/qc/pai,
2020,Texas,TX,48,,https://www.fns.usda.gov/snap/qc/pai,
2020,Utah,UT,49,,https://www.fns.usda.gov/snap/qc/pai,
2020,Vermont,VT,50,,https://www.fns.usda.gov/snap/qc/pai,
2020,Virginia,VA,51,,https://www.fns.usda.gov/snap/qc/pai,
2020,Washington,WA,53,,https://www.fns.usda.gov/snap/qc/pai,
2020,West Virginia,WV,54,,https://www.fns.usda.gov/snap/qc/pai,
2020,Wisconsin,WI,55,,https://www.fns.usda.gov/snap/qc/pai,
2020,Wyoming,WY,56,,https://www.fns.usda.gov/snap/qc/pai,
2021,Alabama,AL,01,0.728,https://www.fns.usda.gov/snap/qc/pai,
2021,Alaska,AK,02,0.896,https://www.fns.usda.gov/snap/qc/pai,
2021,Arizona,AZ,04,0.726,https://www.fns.usda.gov/snap/qc/pai,
2021,Arkansas,AR,05,0.529,https://www.fns.usda.gov/snap/qc/pai,
2021,California,CA,06,0.709,https://www.fns.usda.gov/snap/qc/pai,
2021,Colorado,CO,08,0.73,https://www.fns.usda.gov/snap/qc/pai,
2021,Connecticut,CT,09,0.835,https://www.fns.usda.gov/snap/qc/pai,
2021,Delaware,DE,10,0.775,https://www.fns.usda.gov/snap/qc/pai,
2021,District of Columbia,DC,11,1.216,https://www.fns.usda.gov/snap/qc/pai,
2021,Florida,FL,12,0.866,https://www.fns.usda.gov/snap/qc/pai,
2021,Georgia,GA,13,0.849,https://www.fns.usda.gov/snap/qc/pai,
2021,Hawaii,HI,15,0.992,https://www.fns.usda.gov/snap/qc/pai,
2021,Idaho,ID,16,0.466,https://www.fns.usda.gov/snap/qc/pai,
2021,Illinois,IL,17,1.03,https://www.fns.usda.gov/snap/qc/pai,
2021,Indiana,IN,18,0.597,https://www.fns.usda.gov/snap/qc/pai,
2021,Iowa,IA,19,0.621,https://www.fns.usda.gov/snap/qc/pai,
2021,Kansas,KS,20,0.462,https://www.fns.usda.gov/snap/qc/pai,
2021,Kentucky,KY,21,0.618,https://www.fns.usda.gov/snap/qc/pai,
2021,Louisiana,LA,22,0.797,https://www.fns.usda.gov/snap/qc/pai,
2021,Maine,ME,23,0.811,https://www.fns.usda.gov/snap/qc/pai,
2021,Maryland,MD,24,1.092,https://www.fns.usda.gov/snap/qc/pai,
2021,Massachusetts,MA,25,1.079,https://www.fns.usda.gov/snap/qc/pai,
2021,Michigan,MI,26,0.77,https://www.fns.usda.gov/snap/qc/pai,
2021,Minnesota,MN,27,0.661,https://www.fns.usda.gov/snap/qc/pai,
2021,Mississippi,MS,28,0.594,https://www.fns.usda.gov/snap/qc/pai,
2021,Missouri,MO,29,0.689,https://www.fns.usda.gov/snap/qc/pai,
2021,Montana,MT,30,0.557,https://www.fns.usda.gov/snap/qc/pai,
2021,Nebraska,NE,31,0.566,https://www.fns.usda.gov/snap/qc/pai,
2021,Nevada,NV,32,0.773,https://www.fns.usda.gov/snap/qc/pai,
2021,New Hampshire,NH,33,0.567,https://www.fns.usda.gov/snap/qc/pai,
2021,New Jersey,NJ,34,0.721,https://www.fns.usda.gov/snap/qc/pai,
2021,New Mexico,NM,35,1.084,https://www.fns.usda.gov/snap/qc/pai,
2021,New York,NY,36,0.819,https://www.fns.usda.gov/snap/qc/pai,
2021,North Carolina,NC,37,0.891,https://www.fns.usda.gov/snap/qc/pai,
2021,North Dakota,ND,38,0.48,https://www.fns.usda.gov/snap/qc/pai,
2021,Ohio,OH,39,0.773,https://www.fns.usda.gov/snap/qc/pai,
2021,Oklahoma,OK,40,0.815,https://www.fns.usda.gov/snap/qc/pai,
2021,Oregon,OR,41,1.052,https://www.fns.usda.gov/snap/qc/pai,
2021,Pennsylvania,PA,42,0.932,https://www.fns.usda.gov/snap/qc/pai,
2021,Rhode Island,RI,44,0.918,https://www.fns.usda.gov/snap/qc/pai,
2021,South Carolina,SC,45,0.644,https://www.fns.usda.gov/snap/qc/pai,
2021,South Dakota,SD,46,0.539,https://www.fns.usda.gov/snap/qc/pai,
2021,Tennessee,TN,47,0.694,https://www.fns.usda.gov/snap/qc/pai,
2021,Texas,TX,48,0.624,https://www.fns.usda.gov/snap/qc/pai,
2021,Utah,UT,49,0.413,https://www.fns.usda.gov/snap/qc/pai,
2021,Vermont,VT,50,0.798,https://www.fns.usda.gov/snap/qc/pai,
2021,Virginia,VA,51,0.678,https://www.fns.usda.gov/snap/qc/pai,
2021,Washington,WA,53,0.927,https://www.fns.usda.gov/snap/qc/pai,
2021,West Virginia,WV,54,0.789,https://www.fns.usda.gov/snap/qc/pai,
2021,Wisconsin,WI,55,0.949,https://www.fns.usda.gov/snap/qc/pai,
2021,Wyoming,WY,56,0.36,https://www.fns.usda.gov/snap/qc/pai,
2022,Alabama,AL,01,0.752,https://www.fns.usda.gov/snap/qc/pai,
2022,Alaska,AK,02,0.719,https://www.fns.usda.gov/snap/qc/pai,
2022,Arizona,AZ,04,0.723,https://www.fns.usda.gov/snap/qc/pai,
2022,Arkansas,AR,05,0.403,https://www.fns.usda.gov/snap/qc/pai,
2022,California,CA,06,0.784,https://www.fns.usda.gov/snap/qc/pai,
2022,Colorado,CO,08,0.779,https://www.fns.usda.gov/snap/qc/pai,
2022,Connecticut,CT,09,0.836,https://www.fns.usda.gov/snap/qc/pai,
2022,Delaware,DE,10,0.954,https://www.fns.usda.gov/snap/qc/pai,
2022,District of Columbia,DC,11,1.372,https://www.fns.usda.gov/snap/qc/pai,
2022,Florida,FL,12,0.779,https://www.fns.usda.gov/snap/qc/pai,
2022,Georgia,GA,13,0.904,https://www.fns.usda.gov/snap/qc/pai,
2022,Hawaii,HI,15,0.878,https://www.fns.usda.gov/snap/qc/pai,
2022,Idaho,ID,16,0.444,https://www.fns.usda.gov/snap/qc/pai,
2022,Illinois,IL,17,1.065,https://www.fns.usda.gov/snap/qc/pai,
2022,Indiana,IN,18,0.565,https://www.fns.usda.gov/snap/qc/pai,
2022,Iowa,IA,19,0.617,https://www.fns.usda.gov/snap/qc/pai,
2022,Kansas,KS,20,0.437,https://www.fns.usda.gov/snap/qc/pai,
2022,Kentucky,KY,21,0.594,https://www.fns.usda.gov/snap/qc/pai,
2022,Louisiana,LA,22,0.783,https://www.fns.usda.gov/snap/qc/pai,
2022,Maine,ME,23,0.885,https://www.fns.usda.gov/snap/qc/pai,
2022,Maryland,MD,24,0.954,https://www.fns.usda.gov/snap/qc/pai,
2022,Massachusetts,MA,25,1.182,https://www.fns.usda.gov/snap/qc/pai,
2022,Michigan,MI,26,0.813,https://www.fns.usda.gov/snap/qc/pai,
2022,Minnesota,MN,27,0.639,https://www.fns.usda.gov/snap/qc/pai,
2022,Mississippi,MS,28,0.579,https://www.fns.usda.gov/snap/qc/pai,
2022,Missouri,MO,29,0.638,https://www.fns.usda.gov/snap/qc/pai,
2022,Montana,MT,30,0.516,https://www.fns.usda.gov/snap/qc/pai,
2022,Nebraska,NE,31,0.55,https://www.fns.usda.gov/snap/qc/pai,
2022,Nevada,NV,32,0.882,https://www.fns.usda.gov/snap/qc/pai,
2022,New Hampshire,NH,33,0.534,https://www.fns.usda.gov/snap/qc/pai,
2022,New Jersey,NJ,34,0.738,https://www.fns.usda.gov/snap/qc/pai,
2022,New Mexico,NM,35,1.067,https://www.fns.usda.gov/snap/qc/pai,
2022,New York,NY,36,0.827,https://www.fns.usda.gov/snap/qc/pai,
2022,North Carolina,NC,37,0.89,https://www.fns.usda.gov/snap/qc/pai,
2022,North Dakota,ND,38,0.447,https://www.fns.usda.gov/snap/qc/pai,
2022,Ohio,OH,39,0.758,https://www.fns.usda.gov/snap/qc/pai,
2022,Oklahoma,OK,40,0.84,https://www.fns.usda.gov/snap/qc/pai,
2022,Oregon,OR,41,1.124,https://www.fns.usda.gov/snap/qc/pai,
2022,Pennsylvania,PA,42,0.966,https://www.fns.usda.gov/snap/qc/pai,
2022,Rhode Island,RI,44,0.972,https://www.fns.usda.gov/snap/qc/pai,
2022,South Carolina,SC,45,0.671,https://www.fns.usda.gov/snap/qc/pai,
2022,South Dakota,SD,46,0.528,https://www.fns.usda.gov/snap/qc/pai,
2022,Tennessee,TN,47,0.678,https://www.fns.usda.gov/snap/qc/pai,
2022,Texas,TX,48,0.652,https://www.fns.usda.gov/snap/qc/pai,
2022,Utah,UT,49,0.423,https://www.fns.usda.gov/snap/qc/pai,
2022,Vermont,VT,50,0.839,https://www.fns.usda.gov/snap/qc/pai,
2022,Virginia,VA,51,0.712,https://www.fns.usda.gov/snap/qc/pai,
2022,Washington,WA,53,0.899,https://www.fns.usda.gov/snap/qc/pai,
2022,West Virginia,WV,54,0.791,https://www.fns.usda.gov/snap/qc/pai,
2022,Wisconsin,WI,55,0.872,https://www.fns.usda.gov/snap/qc/pai,
2022,Wyoming,WY,56,0.346,https://www.fns.usda.gov/snap/qc/pai,
2023,Alabama,AL,01,0.771,https://fns-prod.azureedge.us/sites/default/files/resource-files/snap-pai2023-101824.pdf,
2023,Alaska,AK,02,0.562,https://fns-prod.azureedge.us/sites/default/files/resource-files/snap-pai2023-101824.pdf,
2023,Arizona,AZ,04,0.776,https://fns-prod.azureedge.us/sites/default/files/resource-files/snap-pai2023-101824.pdf,
2023,Arkansas,AR,05,0.391,https://fns-prod.azureedge.us/sites/default/files/resource-files/snap-pai2023-101824.pdf,
2023,California,CA,06,0.89,https://fns-prod.azureedge.us/sites/default/files/resource-files/snap-pai2023-101824.pdf,
2023,Colorado,CO,08,0.835,https://fns-prod.azureedge.us/sites/default/files/resource-files/snap-pai2023-101824.pdf,
2023,Connecticut,CT,09,0.856,https://fns-prod.azureedge.us/sites/default/files/resource-files/snap-pai2023-101824.pdf,
2023,Delaware,DE,10,0.939,https://fns-prod.azureedge.us/sites/default/files/resource-files/snap-pai2023-101824.pdf,
2023,District of Columbia,DC,11,1.32,https://fns-prod.azureedge.us/sites/default/files/resource-files/snap-pai2023-101824.pdf,
2023,Florida,FL,12,0.855,https://fns-prod.azureedge.us/sites/default/files/resource-files/snap-pai2023-101824.pdf,
2023,Georgia,GA,13,0.793,https://fns-prod.azureedge.us/sites/default/files/resource-files/snap-pai2023-101824.pdf,
